date,weight_kg,is_manual_report
2016-04-01,85.500,false
2016-04-04,86.600,false
2016-04-05,86.000,false
2016-04-06,86.300,false
2016-04-07,85.100,false
2016-04-08,85.000,false
2016-04-09,85.400,false
2016-04-11,86.100,false
2016-04-12,85.800,false
