date,weight_kg,is_manual_report
2016-03-30,61.500,true
2016-03-31,61.500,true
2016-04-01,60.900,true
2016-04-02,61.200,true
2016-04-03,61.500,true
2016-04-04,62.400,true
2016-04-05,61.700,true
2016-04-06,62.200,true
2016-04-07,62.200,true
2016-04-08,61.700,true
2016-04-09,62.100,true
2016-04-10,62.500,true
2016-04-11,62.200,true
2016-04-12,62.500,true
